,Rider,team,Age_y,Weight,GC,Time trial,Sprint,Climber
781,SWIRBUL Keegan,Human Powered Health,0.3333333333333333,,0.019259705085765876,0.014122933718504253,0.0031723924481584648,0.010182767624020888
782,SÁNCHEZ Eugenio,Equipo Kern Pharma,0.20833333333333334,60.0,0.0,0.0,0.0,0.0
783,SÁNCHEZ Luis León,Bahrain - Victorious,0.8333333333333334,73.0,0.41641588925669576,0.46477290964532175,0.13579387186629527,0.21556135770234988
784,SÁNCHEZ Pelayo,Burgos-BH,0.16666666666666666,61.0,0.0036111947035811012,0.0016048788316482105,0.0,0.0014621409921671017
785,SÉNÉCHAL Florian,Quick-Step Alpha Vinyl Team,0.4166666666666667,77.0,0.04717123081552814,0.030974161450810465,0.13293098112039617,0.03248041775456919
786,SÜTTERLIN Jasha,Bahrain - Victorious,0.4583333333333333,78.0,0.043785735780920855,0.15904349221633768,0.01640359021974621,0.010130548302872062
787,TAARAMÄE Rein,Intermarché - Wanty - Gobert Matériaux,0.7083333333333334,68.0,0.2074179957869395,0.22997913657518856,0.049133395233673785,0.10381201044386423
788,TAGLIANI Filippo,Drone Hopper -  Androni Giocattoli,0.3333333333333333,70.0,0.0051910923863978334,0.006740491092922484,0.011915815536985454,0.003864229765013055
789,TAMINIAUX Lionel,Alpecin-Deceuninck,0.3333333333333333,74.0,0.00037616611495636473,0.003691221312790884,0.04688950789229341,0.001566579634464752
790,TAROZZI Manuele,Bardiani-CSF-Faizanè,0.20833333333333334,,0.0001504664459825459,0.0,0.0012380068090374497,0.0003133159268929504
791,TEJADA Harold,Astana Qazaqstan Team,0.2916666666666667,63.0,0.009027986758952753,0.0022468303643074948,0.00030950170225936243,0.005274151436031331
792,TERPSTRA Niki,TotalEnergies,0.8333333333333334,75.0,0.18033403551008126,0.27940940458995345,0.1760290931600124,0.04543080939947781
793,TESFATSION Natnael,Drone Hopper -  Androni Giocattoli,0.20833333333333334,60.0,0.02580499548600662,0.0008024394158241052,0.017177344475394613,0.02266318537859008
794,TEUNISSEN Mike,Jumbo-Visma,0.4583333333333333,73.0,0.08365934396629551,0.05264002567806131,0.1145156298359641,0.029138381201044387
795,TEUNS Dylan,Bahrain - Victorious,0.5,64.0,0.16265422810713212,0.0739849141389825,0.05091303002166512,0.1472584856396867
796,THEUNS Edward,Trek - Segafredo,0.5416666666666666,72.0,0.040625940415287394,0.015567324666987643,0.21108016094088516,0.0187467362924282
797,THIJSSEN Gerben,Intermarché - Wanty - Gobert Matériaux,0.20833333333333334,74.0,0.0015798976828167318,0.003370245546461242,0.0613587124729186,0.00020887728459530026
798,THOMAS Benjamin,Cofidis,0.3333333333333333,68.0,0.038218477279566655,0.13079762477932916,0.021974620860414733,0.010861618798955613
799,THOMAS Geraint,INEOS Grenadiers,0.7083333333333334,71.0,0.3880529641889859,0.7130476649013,0.07397090683998762,0.20929503916449085
800,THWAITES Scott,Alpecin-Deceuninck,0.5833333333333334,71.0,0.014971411375263316,0.00016048788316482104,0.05447229959764779,0.010130548302872062
801,TIBERI Antonio,Trek - Segafredo,0.08333333333333333,62.0,0.0066205236232320195,0.020542449045097094,0.00015475085112968121,0.008250652741514361
802,TIETEMA Bas,Bingoal Pauwels Sauces WB,0.375,74.0,0.00022569966897381883,0.0040121970791205264,0.0042556484060662335,0.0
803,TILLER Rasmus,Uno-X Pro Cycling Team,0.2916666666666667,71.0,0.006169124285284382,0.0065800032097576636,0.029712163416898793,0.007310704960835509
804,TIZZA Marco,Bingoal Pauwels Sauces WB,0.5,58.0,0.00895275353596148,0.003691221312790884,0.02460538532961931,0.01723237597911227
805,TOLHOEK Antwan,Trek - Segafredo,0.4166666666666667,61.0,0.05356605476978634,0.0009629272989889263,0.0032497678737233053,0.0366579634464752
806,TOLIO Alex,Bardiani-CSF-Faizanè,0.16666666666666666,,0.0,0.00048146364949446316,0.0,0.00010443864229765013
807,TONELLI Alessandro,Bardiani-CSF-Faizanè,0.4583333333333333,64.0,0.006770990069214565,0.0012839030653185683,0.010909935004642525,0.0061096605744125326
808,TORRES Albert,Movistar Team,0.5833333333333334,70.0,0.006018657839301836,0.011234151821537475,0.03280718043949242,0.0026631853785900783
809,TOUMIRE Hugo,Cofidis,0.08333333333333333,69.0,0.00255792958170328,0.0,7.737542556484061e-05,0.0012010443864229766
810,TOUZÉ Damien,AG2R Citroën Team,0.2916666666666667,69.0,0.014143845922359314,0.002728294013801958,0.041395852677189725,0.008459530026109661
811,TRAININI Tomas,Bardiani-CSF-Faizanè,0.08333333333333333,,0.0,0.0,7.737542556484061e-05,0.0
812,TRATNIK Jan,Bahrain - Victorious,0.5833333333333334,67.0,0.0495034607282576,0.24650938854116514,0.06654286598576292,0.03268929503916449
813,TRENTIN Matteo,UAE Team Emirates,0.5833333333333334,74.0,0.03912127595546193,0.04012197079120526,0.25518415351284435,0.1266840731070496
814,TROIA Oliviero,UAE Team Emirates,0.375,80.0,0.007523322299127295,0.0016048788316482105,0.007969668833178583,0.00020887728459530026
815,TRÆEN Torstein,Uno-X Pro Cycling Team,0.3333333333333333,,0.02046343665362624,0.0014443909484833895,0.0034045187248529867,0.00898172323759791
816,TULETT Ben,INEOS Grenadiers,0.08333333333333333,56.0,0.015197111044237136,0.02246830364307495,0.0010832559579077685,0.011279373368146214
817,TURGIS Anthony,TotalEnergies,0.4166666666666667,70.0,0.04942822750526633,0.029208794735997433,0.06414422779325286,0.02898172323759791
818,TURNER Ben,INEOS Grenadiers,0.16666666666666666,74.0,0.0003009328919650918,0.003209757663296421,0.0037913958526771896,0.004073107049608355
819,TUSVELD Martijn,Team DSM,0.4166666666666667,70.0,0.033554017454107736,0.04477611940298507,0.01145156298359641,0.013838120104438642
820,UIJTDEBROEKS Cian,BORA - hansgrohe,0.041666666666666664,68.0,0.0012037315678603672,0.0,0.0,0.0021409921671018276
821,ULISSI Diego,UAE Team Emirates,0.5833333333333334,63.0,0.32967198314775803,0.15519178302038197,0.09563602599814298,0.29608355091383814
822,UMBA Santiago,Drone Hopper -  Androni Giocattoli,0.041666666666666664,58.0,0.0036864279265723743,0.0003209757663296421,0.0008511296812132467,0.004490861618798955
823,URIANSTAD Martin,Uno-X Pro Cycling Team,0.20833333333333334,,0.00037616611495636473,0.0,0.0024760136180748994,0.0003133159268929504
824,URÁN Rigoberto,EF Education-EasyPost,0.7083333333333334,63.0,0.4002407463135721,0.28181672283742576,0.0588826988548437,0.3566579634464752
825,VACEK Mathias,Gazprom - RusVelo,0.041666666666666664,,0.0008275654529040024,0.0,0.004642525533890436,0.0
826,VADER Milan,Jumbo-Visma,0.3333333333333333,63.0,0.0,0.00016048788316482104,0.0,0.0006266318537859008
827,VALGREN Michael,EF Education-EasyPost,0.5,71.0,0.08636773999398134,0.07238003530733429,0.0337356855462705,0.09702349869451697
828,VALTER Attila,Groupama - FDJ,0.20833333333333334,65.0,0.04468853445681613,0.020221473278767454,0.01779634787991334,0.033733681462140994
829,VALVERDE Alejandro,Movistar Team,1.0,61.0,1.0,0.7494784143797143,0.27259362426493344,1.0
830,VAN AERT Wout,Jumbo-Visma,0.375,78.0,0.06251880830574782,0.26255817685764726,0.1292169606932838,0.11759791122715404
831,VAN ASBROECK Tom,Israel - Premier Tech,0.5833333333333334,72.0,0.03626241348179356,0.003209757663296421,0.2602909316001238,0.016501305483028722
832,VAN AVERMAET Greg,AG2R Citroën Team,0.7916666666666666,74.0,0.2675293409569666,0.09212004493660729,0.4235530795419375,0.37242819843342034
833,VAN BAARLE Dylan,INEOS Grenadiers,0.5,78.0,0.09810412278061992,0.19226448403145563,0.048204890126895696,0.058276762402088775
834,VAN DEN BERG Julius,EF Education-EasyPost,0.2916666666666667,78.0,0.008350887752031296,0.010913176055207831,0.026307644692045808,0.0009399477806788512
835,VAN DEN BERG Lars,Groupama - FDJ,0.20833333333333334,72.0,0.0037616611495636474,0.004814636494944632,0.005880532342927886,0.0026109660574412533
836,VAN DEN BERG Marijn,EF Education-EasyPost,0.16666666666666666,73.0,0.008275654529040024,0.0077034183919114105,0.01640359021974621,0.0025065274151436032
837,VAN DEN BOSSCHE Fabio,Alpecin-Deceuninck,0.125,63.0,0.006169124285284382,0.0008024394158241052,0.001934385639121015,0.002349869451697128
838,VAN DER HOORN Taco,Intermarché - Wanty - Gobert Matériaux,0.4166666666666667,73.0,0.012187782124586218,0.0003209757663296421,0.07675642216032189,0.007362924281984334
839,VAN DER POEL David,Alpecin-Deceuninck,0.4583333333333333,75.0,0.0001504664459825459,0.0,0.021200866604766326,0.0004177545691906005
840,VAN DER POEL Mathieu,Alpecin-Deceuninck,0.375,75.0,0.05898284682515799,0.0953298025999037,0.13594862271742494,0.09420365535248042
841,VAN DER SANDE Tosh,Jumbo-Visma,0.5416666666666666,67.0,0.05221185675594343,0.00016048788316482104,0.09764778706282884,0.05639686684073107
842,VAN DER TUUK Danny,Equipo Kern Pharma,0.16666666666666666,60.0,0.006695756846223293,0.0011234151821537474,0.00015475085112968121,0.00010443864229765013
843,VAN DIJKE Mick,Jumbo-Visma,0.16666666666666666,74.0,0.0091784532049353,0.014443909484833895,0.008356545961002786,0.0025065274151436032
844,VAN DIJKE Tim,Jumbo-Visma,0.16666666666666666,74.0,0.0006018657839301836,0.0077034183919114105,0.005338904363974002,0.0
845,VAN EMDEN Jos,Jumbo-Visma,0.7916666666666666,74.0,0.08448690941919952,0.6212485957310223,0.05834107087588982,0.006684073107049608
846,VAN GESTEL Dries,TotalEnergies,0.375,71.0,0.014219079145350587,0.0003209757663296421,0.038532961931290625,0.00381201044386423
847,VAN GILS Maxim,Lotto Soudal,0.16666666666666666,63.0,0.016250376166114956,0.0022468303643074948,0.0020891364902506965,0.010757180156657964
848,VAN HOECKE Gijs,AG2R Citroën Team,0.5,78.0,0.027159193499849535,0.028085379553843683,0.02677189724543485,0.000835509138381201
849,VAN HOOYDONCK Nathan,Jumbo-Visma,0.3333333333333333,78.0,0.019034005416792055,0.04766490129995185,0.009439801918910555,0.0017232375979112271
850,VAN KEIRSBULCK Guillaume,Alpecin-Deceuninck,0.5416666666666666,89.0,0.041303039422208844,0.07366393837265287,0.04735376044568245,0.003185378590078329
851,VAN KESSEL Corné,Intermarché - Wanty - Gobert Matériaux,0.5,68.0,0.0005266325609389106,0.0019258545979778526,0.010600433302383163,0.0001566579634464752
852,VAN LERBERGHE Bert,Quick-Step Alpha Vinyl Team,0.4583333333333333,83.0,0.0058681913933192895,0.0077034183919114105,0.10105230578768183,0.0017754569190600521
853,VAN MELSEN Kévin,Intermarché - Wanty - Gobert Matériaux,0.7083333333333334,77.0,0.0052663256093891065,0.00048146364949446316,0.005261528938409161,0.00020887728459530026
854,VAN MOER Brent,Lotto Soudal,0.25,79.0,0.008727053866987662,0.021986839993580486,0.007195914577530177,0.009295039164490862
855,VAN POPPEL Boy,Intermarché - Wanty - Gobert Matériaux,0.6666666666666666,78.0,0.026105928377971713,0.012839030653185684,0.13788300835654596,0.003759791122715405
856,VAN POPPEL Danny,BORA - hansgrohe,0.4166666666666667,82.0,0.0283629250677099,0.05504734392553362,0.3294645620550913,0.030391644908616188
857,VAN POUCKE Aaron,Sport Vlaanderen - Baloise,0.25,68.0,0.0016551309058080049,0.0,0.0061900340451872485,0.0017754569190600521
858,VAN ROOY Kenneth,Sport Vlaanderen - Baloise,0.4166666666666667,70.0,0.0127896479085164,0.00016048788316482104,0.032961931290622096,0.003968668407310705
859,VAN TRICHT Stan,Quick-Step Alpha Vinyl Team,0.16666666666666666,64.0,0.001429431236834186,0.0020863424811426736,0.0031723924481584648,0.001566579634464752
860,VAN WILDER Ilan,Quick-Step Alpha Vinyl Team,0.16666666666666666,64.0,0.013391513692446585,0.03771465254373295,0.0012380068090374497,0.012637075718015665
861,VANBILSEN Kenneth,Cofidis,0.5416666666666666,73.0,0.013165814023472765,0.00048146364949446316,0.0766016713091922,0.003028720626631854
862,VANDENABEELE Henri,Team DSM,0.16666666666666666,,0.010607884441769485,0.00016048788316482104,0.0006963788300835655,0.009086161879895562
863,VANHOOF Ward,Sport Vlaanderen - Baloise,0.20833333333333334,75.0,0.010532651218778213,0.0019258545979778526,0.004797276385020118,0.0005221932114882506
864,VANHOUCKE Harm,Lotto Soudal,0.25,65.0,0.035058681913933194,0.0040121970791205264,0.004333023831631074,0.03420365535248042
865,VANMARCKE Sep,Israel - Premier Tech,0.625,77.0,0.057252482696358714,0.04236880115551276,0.16326214794181368,0.06610966057441253
866,VANSEVENANT Mauri,Quick-Step Alpha Vinyl Team,0.16666666666666666,60.0,0.0211405356605477,0.004814636494944632,0.0017796347879913338,0.023968668407310705
867,VAUQUELIN Kévin,Team Arkéa Samsic,0.125,69.0,0.00767378874510984,0.008505857807735516,0.0032497678737233053,0.005535248041775457
868,VELASCO Simone,Astana Qazaqstan Team,0.3333333333333333,59.0,0.015197111044237136,0.00048146364949446316,0.024914887031878677,0.03143603133159269
869,VENDRAME Andrea,AG2R Citroën Team,0.375,60.0,0.026030695154980438,0.01636976408281175,0.05555555555555555,0.06757180156657963
870,VENNER Quentin,Bingoal Pauwels Sauces WB,0.20833333333333334,66.0,0.0,0.0,7.737542556484061e-05,0.0
871,VENTURINI Clément,AG2R Citroën Team,0.4166666666666667,60.0,0.030469455311465544,0.009789760873054084,0.12418755803156917,0.029765013054830286
872,VERGAERDE Otto,Trek - Segafredo,0.375,74.0,0.004288293710502558,0.0019258545979778526,0.006963788300835654,0.0018798955613577024
873,VERMAERKE Kevin,Team DSM,0.125,67.0,0.005567258501354198,0.0016048788316482105,0.00023212627669452182,0.005274151436031331
874,VERMEERSCH Florian,Lotto Soudal,0.20833333333333334,85.0,0.00895275353596148,0.020542449045097094,0.02166511915815537,0.0028198433420365534
875,VERMEERSCH Gianni,Alpecin-Deceuninck,0.4583333333333333,68.0,0.01406861269936804,0.0003209757663296421,0.055710306406685235,0.021827676240208878
876,VERMOTE Julien,Alpecin-Deceuninck,0.5833333333333334,74.0,0.04852542882937105,0.061145883485796824,0.023831631073970908,0.00762402088772846
877,VERNON Ethan,Quick-Step Alpha Vinyl Team,0.125,74.0,0.0007523322299127295,0.014925373134328358,0.004023522129371711,0.0035509138381201043
878,VERONA Carlos,Movistar Team,0.4583333333333333,68.0,0.07688835389708096,0.003370245546461242,0.0035592695759826677,0.04308093994778068
879,VERRE Alessandro,Team Arkéa Samsic,0.08333333333333333,,0.0005266325609389106,0.00016048788316482104,0.001160631383472609,0.0029765013054830285
880,VERSCHAEVE Viktor,Lotto Soudal,0.20833333333333334,62.0,0.0009780318988865484,0.0,0.002321262766945218,0.000835509138381201
881,VERVAEKE Louis,Quick-Step Alpha Vinyl Team,0.4166666666666667,68.0,0.03069515498043936,0.027764403787514044,0.002166511915815537,0.017336814621409923
882,VERVLOESEM Xandres,Lotto Soudal,0.16666666666666666,65.0,0.0026331628046945533,0.0,0.0,5.2219321148825065e-05
883,VERWILST Aaron,Sport Vlaanderen - Baloise,0.2916666666666667,68.0,0.00037616611495636473,0.0003209757663296421,0.00510677808727948,0.0003133159268929504
884,VIEGAS Daniel,EOLO-Kometa,0.25,70.0,0.0012037315678603672,0.0,0.0,0.0
885,VIGO Martí,Drone Hopper -  Androni Giocattoli,0.25,66.0,0.0,0.0,0.0,0.0
886,VILLELLA Davide,Cofidis,0.5,66.0,0.06913933192897984,0.016851227732306212,0.02661714639430517,0.05284595300261097
887,VINE Jay,Alpecin-Deceuninck,0.3333333333333333,69.0,0.02121576888353897,0.0044936607286149895,0.0009285051067780873,0.01503916449086162
888,VINGEGAARD Jonas,Jumbo-Visma,0.2916666666666667,60.0,0.10314474872103521,0.0998234633285187,0.017332095326524296,0.06422976501305483
889,VISCONTI Giovanni,Bardiani-CSF-Faizanè,0.875,63.0,0.14888654829972917,0.12903225806451613,0.24264933457134014,0.21420365535248043
890,VIVIANI Attilio,Bingoal Pauwels Sauces WB,0.2916666666666667,69.0,0.004363526933493831,0.0,0.022516248839368615,0.0004177545691906005
891,VIVIANI Elia,INEOS Grenadiers,0.625,67.0,0.07056876316581402,0.025678061306371368,0.6399721448467967,0.06407310704960835
892,VLASOV Aleksandr,BORA - hansgrohe,0.3333333333333333,68.0,0.1627294613301234,0.08281174771304767,0.007195914577530177,0.12433420365535248
893,VLIEGEN Loïc,Intermarché - Wanty - Gobert Matériaux,0.4166666666666667,70.0,0.04401143544989467,0.003691221312790884,0.03891983905911482,0.021723237597911227
894,VUILLERMOZ Alexis,TotalEnergies,0.625,60.0,0.11683719530544688,0.015727812550152463,0.020581863200247602,0.10798955613577023
895,WALLAYS Jelle,Cofidis,0.625,77.0,0.04318386999699067,0.02407318247472316,0.07954193748065615,0.005639686684073107
896,WALLS Matthew,BORA - hansgrohe,0.25,,0.0017303641287992777,0.006900978976087305,0.030176415970287838,0.0014621409921671017
897,WALSCHEID Max,Cofidis,0.4166666666666667,90.0,0.01662654228107132,0.1120205424490451,0.1648096564531105,0.005953002610966057
898,WANDAHL Frederik,BORA - hansgrohe,0.125,,0.0011284983448690941,0.0,0.0,0.0008877284595300261
899,WARBASSE Larry,AG2R Citroën Team,0.5416666666666666,67.0,0.05379175443876016,0.050874658963248276,0.005571030640668524,0.02741514360313316
900,WARLOP Jordi,B&B Hotels - KTM,0.2916666666666667,73.0,0.0017303641287992777,0.0,0.03141442277932529,0.006370757180156658
901,WEEMAES Sasha,Sport Vlaanderen - Baloise,0.25,73.0,0.001354198013842913,0.0019258545979778526,0.031337047353760444,5.2219321148825065e-05
902,WELLENS Tim,Lotto Soudal,0.5416666666666666,71.0,0.2500752332229913,0.15021665864227252,0.032497678737233054,0.1741514360313316
903,WELSFORD Sam,Team DSM,0.3333333333333333,79.0,0.0007523322299127295,0.0,0.012921696069328381,0.0
904,WELTEN Bram,Groupama - FDJ,0.2916666666666667,81.0,0.0009027986758952753,0.0,0.07675642216032189,0.0010966057441253263
905,WILLIAMS Stephen,Bahrain - Victorious,0.2916666666666667,59.0,0.012563948239542582,0.0008024394158241052,0.009594552770040236,0.004177545691906005
906,WIRTGEN Luc,Bingoal Pauwels Sauces WB,0.20833333333333334,63.0,0.010156485103821849,0.0,0.0006190034045187249,0.0050130548302872065
907,WIRTGEN Tom,Bingoal Pauwels Sauces WB,0.3333333333333333,77.0,0.0017303641287992777,0.031295137217140105,0.0045651501083255955,0.0021932114882506526
908,WIŚNIOWSKI Łukasz,EF Education-EasyPost,0.5,78.0,0.020012037315678605,0.0479858770662815,0.031569173630454965,0.004073107049608355
909,WOODS Michael,Israel - Premier Tech,0.7083333333333334,64.0,0.1392566957568462,0.006419515326592842,0.023367378520581863,0.21221932114882505
910,WRIGHT Fred,Bahrain - Victorious,0.16666666666666666,75.0,0.009479386096900392,0.017974642914459958,0.005880532342927886,0.01629242819843342
911,WURF Cameron,INEOS Grenadiers,0.8333333333333334,71.0,0.04205537165212158,0.04910929224843524,0.009981429897864439,0.0025065274151436032
912,WÆRENSKJOLD Søren,Uno-X Pro Cycling Team,0.16666666666666666,,0.0018808305747818237,0.020863424811426737,0.009749303621169917,0.00020887728459530026
913,WÆRSTED Syver,Uno-X Pro Cycling Team,0.2916666666666667,,0.0018808305747818237,0.004172684962285347,0.015165583410708759,0.0
914,WÜRTZ SCHMIDT Mads,Israel - Premier Tech,0.4166666666666667,70.0,0.03558531447487211,0.09404589953458514,0.039306716186939025,0.011279373368146214
915,YATES Adam,INEOS Grenadiers,0.4583333333333333,58.0,0.33290701173638276,0.11426737281335259,0.010058805323429279,0.2718537859007833
916,YATES Simon,Team BikeExchange - Jayco,0.4583333333333333,58.0,0.30273848931688235,0.14973519499277804,0.016945218198700093,0.25169712793733684
917,ZABEL Rick,Israel - Premier Tech,0.4166666666666667,77.0,0.023472765573277158,0.008184882041405874,0.0893686165273909,0.013107049608355091
918,ZAKARIN Ilnur,Gazprom - RusVelo,0.5833333333333334,67.0,0.2472163707493229,0.1827956989247312,0.013231197771587743,0.16647519582245432
919,ZAKHAROV Artyom,Astana Qazaqstan Team,0.5,70.0,0.004890159494432741,0.01508586101749318,0.003481894150417827,0.0007310704960835509
920,ZAMBANINI Edoardo,Bahrain - Victorious,0.125,62.0,0.002783629250677099,0.0,0.0015475085112968121,0.0019843342036553525
921,ZANA Filippo,Bardiani-CSF-Faizanè,0.20833333333333334,65.0,0.020839602768582606,0.00016048788316482104,0.009207675642216032,0.009973890339425587
922,ZANONCELLO Enrico,Bardiani-CSF-Faizanè,0.25,64.0,0.00037616611495636473,0.0,0.009981429897864439,0.0
923,ZARDINI Edoardo,Drone Hopper -  Androni Giocattoli,0.5833333333333334,62.0,0.040701173638278666,0.0077034183919114105,0.00889817393995667,0.02496083550913838
924,ZEITS Andrey,Astana Qazaqstan Team,0.7083333333333334,73.0,0.10442371351188685,0.02006098539560263,0.013463324048282266,0.031488250652741516
925,ZIMMERMANN Georg,Intermarché - Wanty - Gobert Matériaux,0.25,70.0,0.019485404754739692,0.0,0.01145156298359641,0.010548302872062662
926,ZINGLE Axel,Cofidis,0.20833333333333334,67.0,0.0024074631357207344,0.0091478093403948,0.01145156298359641,0.005744125326370757
927,ZOCCARATO Samuele,Bardiani-CSF-Faizanè,0.25,74.0,0.0029340956966596447,0.0,0.005416279789538843,0.0009399477806788512
928,ZUKOWSKY Nickolas,Human Powered Health,0.20833333333333334,,0.006470057177249473,0.007221954742416947,0.006809037449705973,0.0022976501305483027
929,ZURITA Ricardo Alejandro,Drone Hopper -  Androni Giocattoli,0.125,62.0,0.0,0.0,0.0,0.0
930,ZWIEHOFF Ben,BORA - hansgrohe,0.4166666666666667,61.0,0.004363526933493831,0.00048146364949446316,0.00023212627669452182,0.0020887728459530026
931,ČERNÝ Josef,Quick-Step Alpha Vinyl Team,0.4583333333333333,77.0,0.04002407463135721,0.18793131118600545,0.04441349427421851,0.010496083550913839
932,ŘEPA Vojtěch,Equipo Kern Pharma,0.125,71.0,0.003084562142642191,0.0025678061306371367,0.0017022593624264934,0.0010443864229765013
933,ŠTYBAR Zdeněk,Quick-Step Alpha Vinyl Team,0.75,68.0,0.1057026783027385,0.031295137217140105,0.13656762612194367,0.09347258485639687
