,Rider,team,Age_y,Weight,GC,Time trial,Sprint,Climber
0,AASVOLD Kristian,Human Powered Health,0.3333333333333333,61.0,0.011661149563647307,0.003209757663296421,0.013463324048282266,0.006214099216710183
1,ABERASTURI Jon,Trek - Segafredo,0.625,69.0,0.014595245260306951,0.025196597656876905,0.20504487774682761,0.019216710182767625
2,ABRAHAMSEN Jonas,Uno-X Pro Cycling Team,0.3333333333333333,61.0,0.0037616611495636474,0.0017653667148130317,0.008047044258743422,0.0004177545691906005
3,ACKERMANN Pascal,UAE Team Emirates,0.4166666666666667,78.0,0.01941017153174842,0.01059220028887819,0.2879139585267719,0.0414621409921671
4,ADRIÀ Roger,Equipo Kern Pharma,0.25,64.0,0.010833584110743304,0.004333172845450169,0.005880532342927886,0.007101827676240209
5,AFFINI Edoardo,Jumbo-Visma,0.2916666666666667,80.0,0.011059283779717124,0.18054886856042368,0.01145156298359641,0.00036553524804177544
6,AGIRRE Jon,Equipo Kern Pharma,0.25,54.0,0.0018808305747818237,0.0,0.00015475085112968121,0.000835509138381201
7,ALAPHILIPPE Julian,Quick-Step Alpha Vinyl Team,0.4583333333333333,62.0,0.17875413782726451,0.2065479056331247,0.06963788300835655,0.33618798955613577
8,ALBA Juan Diego,Drone Hopper -  Androni Giocattoli,0.25,59.0,0.004363526933493831,0.0,7.737542556484061e-05,0.003028720626631854
9,ALBANESE Vincenzo,EOLO-Kometa,0.2916666666666667,70.0,0.006244357508275655,0.004814636494944632,0.03404518724852987,0.02845953002610966
10,ALEOTTI Giovanni,BORA - hansgrohe,0.16666666666666666,,0.021892867890460427,0.0016048788316482105,0.0030950170225936243,0.010339425587467362
11,ALLEGAERT Piet,Cofidis,0.375,70.0,0.0072223894071622025,0.02246830364307495,0.05385329619312906,0.008407310704960836
12,ALMEIDA João,UAE Team Emirates,0.20833333333333334,63.0,0.14399638880529642,0.19804204782538917,0.009052924791086351,0.106266318537859
13,AMADOR Andrey,INEOS Grenadiers,0.7083333333333334,73.0,0.10938910622931086,0.19547424169475205,0.024450634478489632,0.06673629242819844
14,AMEZQUETA Julen,Caja Rural - Seguros RGA,0.4166666666666667,63.0,0.021892867890460427,0.00016048788316482104,0.0032497678737233053,0.011592689295039165
15,ANACONA Winner,Team Arkéa Samsic,0.625,65.0,0.06733373457718929,0.034183919114106884,0.012147941813679975,0.04407310704960835
16,ANDERSEN Idar,Uno-X Pro Cycling Team,0.20833333333333334,,0.003987360818537466,0.008987321457229979,0.004952027236149799,0.003289817232375979
17,ANDERSON Edward,Alpecin-Deceuninck,0.25,70.0,0.00045139933794763765,0.00016048788316482104,0.0006190034045187249,0.000783289817232376
18,ANGULO Antonio,Euskaltel - Euskadi,0.5,,0.004288293710502558,0.00016048788316482104,0.008820798514391829,0.004595300261096605
19,ANIOŁKOWSKI Stanisław,Bingoal Pauwels Sauces WB,0.2916666666666667,68.0,0.013316280469455311,0.01653025196597657,0.06863200247601361,0.004647519582245431
20,APARICIO Mario,Burgos-BH,0.16666666666666666,68.0,0.002708396027685826,0.0012839030653185683,0.0,0.0007310704960835509
21,APERS Ruben,Sport Vlaanderen - Baloise,0.20833333333333334,70.0,7.523322299127295e-05,0.0020863424811426736,0.0020891364902506965,0.0
22,ARAIZ Sergio,Equipo Kern Pharma,0.25,61.0,0.0,0.0,0.0,5.2219321148825065e-05
23,ARANBURU Alex,Movistar Team,0.3333333333333333,63.0,0.0227956665663557,0.030492697801316002,0.03512844320643763,0.06318537859007833
24,ARASHIRO Yukiya,Bahrain - Victorious,0.7916666666666666,64.0,0.08817333734577189,0.019579521746108167,0.09114825131538223,0.029033942558746736
25,ARCAS Jorge,Movistar Team,0.4583333333333333,68.0,0.011661149563647307,0.007863906275076231,0.0017796347879913338,0.0069973890339425585
26,ARCHBOLD Shane,BORA - hansgrohe,0.625,79.0,0.009855552211856756,0.010110736639383727,0.05369854534199938,0.005065274151436031
27,ARDILA Andrés Camilo,UAE Team Emirates,0.16666666666666666,59.0,0.0058681913933192895,0.003209757663296421,0.00023212627669452182,0.0010443864229765013
28,ARENSMAN Thymen,Team DSM,0.16666666666666666,68.0,0.029491423412578995,0.051195634729577916,0.001392757660167131,0.019634464751958226
29,ARISTI Mikel,Euskaltel - Euskadi,0.4166666666666667,72.0,0.003987360818537466,0.010913176055207831,0.033426183844011144,0.006161879895561358
30,ARMIRAIL Bruno,Groupama - FDJ,0.4166666666666667,74.0,0.01963587120072224,0.0853795538436848,0.0006190034045187249,0.009608355091383813
31,ARMÉE Sander,Cofidis,0.75,72.0,0.07402949142341259,0.0038517091959557053,0.032961931290622096,0.026318537859007833
32,ARNDT Nikias,Team DSM,0.5,77.5,0.05063195907312669,0.137217140105922,0.1046115753636645,0.04689295039164491
33,ARRIETA Igor,Equipo Kern Pharma,0.041666666666666664,64.0,0.0036864279265723743,0.0003209757663296421,0.0,0.004334203655352481
34,ARROYAVE Daniel,EF Education-EasyPost,0.125,52.0,0.00037616611495636473,0.0003209757663296421,0.001392757660167131,0.0
35,ASGREEN Kasper,Quick-Step Alpha Vinyl Team,0.375,75.0,0.037917544387601566,0.28486599261755735,0.022129371711544412,0.05117493472584857
36,ASKEY Lewis,Groupama - FDJ,0.125,75.0,0.00022569966897381883,0.0008024394158241052,0.002321262766945218,0.0012532637075718016
37,AULAR Orluis,Caja Rural - Seguros RGA,0.2916666666666667,65.0,0.008200421306048752,0.041405873856523834,0.05215103683070257,0.012741514360313316
38,AYUSO Juan,UAE Team Emirates,0.041666666666666664,65.0,0.022494733674390612,0.014764885251163536,0.004642525533890436,0.0202088772845953
39,AZPARREN Xabier Mikel,Euskaltel - Euskadi,0.20833333333333334,,0.004213060487511285,0.018777082330284064,0.0013153822346022902,0.000783289817232376
40,AZURMENDI Ibai,Euskaltel - Euskadi,0.2916666666666667,,0.0008275654529040024,0.0,0.0006190034045187249,0.0013577023498694517
41,BADILATTI Matteo,Groupama - FDJ,0.4583333333333333,62.0,0.03551008125188083,0.008666345690900338,0.002785515320334262,0.020156657963446477
42,BAGIOLI Andrea,Quick-Step Alpha Vinyl Team,0.20833333333333334,60.0,0.014820944929280771,0.013480982185844969,0.012534818941504178,0.028929503916449086
43,BAGÜES Aritz,Caja Rural - Seguros RGA,0.5833333333333334,67.0,0.01406861269936804,0.0035307334296260633,0.006654286598576292,0.004073107049608355
44,BAIS Davide,EOLO-Kometa,0.25,66.0,0.0026331628046945533,0.003209757663296421,0.0006963788300835655,0.0009399477806788512
45,BAIS Mattia,Drone Hopper -  Androni Giocattoli,0.2916666666666667,66.0,0.009404152873909118,0.0030492697801316002,0.010677808727948004,0.0050130548302872065
46,BAKELANTS Jan,Intermarché - Wanty - Gobert Matériaux,0.75,67.0,0.1965844116761962,0.0495907558979297,0.07621479418136799,0.1533159268929504
47,BALLARIN Iker,Euskaltel - Euskadi,0.2916666666666667,,0.0,0.0,0.0,0.0
48,BALLERINI Davide,Quick-Step Alpha Vinyl Team,0.375,77.0,0.010532651218778213,0.018135130797624778,0.08774373259052924,0.028720626631853787
49,BALLERSTEDT Maurice,Alpecin-Deceuninck,0.125,76.0,0.0021065302437556425,0.0016048788316482105,0.002398638192510059,5.2219321148825065e-05
50,BALMER Alexandre,Team BikeExchange - Jayco,0.16666666666666666,74.0,0.0008275654529040024,0.0011234151821537474,0.00046425255338904364,0.00036553524804177544
51,BARBERO Carlos,Lotto Soudal,0.5416666666666666,66.0,0.03596148058982847,0.0,0.16326214794181368,0.024229765013054832
52,BARBIER Pierre,B&B Hotels - KTM,0.25,69.0,0.003009328919650918,0.0,0.06352522438873413,0.0009921671018276762
53,BARBIER Rudy,Israel - Premier Tech,0.4583333333333333,78.0,0.015723743605176047,0.009629272989889264,0.19421231816774992,0.0018798955613577024
54,BARCELÓ Fernando,Caja Rural - Seguros RGA,0.3333333333333333,62.0,0.01354198013842913,0.0003209757663296421,0.0036366450015475086,0.01838120104438642
55,BARDET Romain,Team DSM,0.5416666666666666,65.0,0.40972013241047245,0.05729417428984112,0.02692664809656453,0.3798433420365535
56,BARGUIL Warren,Team Arkéa Samsic,0.5,61.0,0.19673487812217874,0.017011715615471032,0.0280099040544723,0.20114882506527415
57,BARONCINI Filippo,Trek - Segafredo,0.125,,0.00255792958170328,0.005938051677098379,0.002321262766945218,0.003864229765013055
58,BARRENETXEA Jon,Caja Rural - Seguros RGA,0.16666666666666666,74.0,0.00127896479085164,0.0,7.737542556484061e-05,0.0004177545691906005
59,BARTA Will,Movistar Team,0.3333333333333333,61.0,0.01226301534757749,0.061787835018456104,0.0015475085112968121,0.005587467362924282
60,BARTHE Cyril,B&B Hotels - KTM,0.3333333333333333,67.0,0.0155732771591935,0.0008024394158241052,0.024450634478489632,0.009712793733681462
61,BASSETT Stephen,Human Powered Health,0.375,,0.0026331628046945533,0.011394639704702295,0.009130300216651191,0.0020887728459530026
62,BASSO Leonardo,Astana Qazaqstan Team,0.4166666666666667,63.0,0.0063948239542582,0.0,0.01408232745280099,0.0021409921671018276
63,BATTAGLIN Enrico,Bardiani-CSF-Faizanè,0.5833333333333334,64.0,0.03167318687932591,0.00465414861177981,0.08085731971525843,0.08997389033942559
64,BATTISTELLA Samuele,Astana Qazaqstan Team,0.20833333333333334,67.0,0.020538669876617514,0.010752688172043012,0.011219436706901889,0.01237597911227154
65,BAUER Jack,Team BikeExchange - Jayco,0.7916666666666666,74.0,0.054092687330725246,0.12148932755576954,0.031259671928195606,0.016344647519582246
66,BAUHAUS Phil,Bahrain - Victorious,0.375,71.0,0.013918146253385494,0.00016048788316482104,0.17409470752089137,0.026214099216710182
67,BAX Sjoerd,Alpecin-Deceuninck,0.3333333333333333,78.0,0.008727053866987662,0.005456588027603916,0.012689569792633859,0.0022454308093994776
68,BAYER Tobias,Alpecin-Deceuninck,0.16666666666666666,71.0,0.005943424616310563,0.00048146364949446316,0.004178272980501393,0.0029242819843342035
69,BEADLE Hamish,Team Novo Nordisk,0.25,64.0,0.0,0.0,0.0010832559579077685,0.0
70,BENEDETTI Cesare,BORA - hansgrohe,0.6666666666666666,63.0,0.03144748721035209,0.00016048788316482104,0.017641597028783658,0.01702349869451697
71,BENEDETTI Gabriele,Drone Hopper -  Androni Giocattoli,0.125,63.0,0.00037616611495636473,0.0,0.0006963788300835655,0.0001566579634464752
72,BENHAMOUDA Mehdi,Team Novo Nordisk,0.375,64.0,0.00037616611495636473,0.0,0.0127669452181987,5.2219321148825065e-05
73,BENNETT George,UAE Team Emirates,0.5833333333333334,58.0,0.21915437857357808,0.03546782217942546,0.0063447848963169295,0.1473107049608355
74,BENNETT Sam,BORA - hansgrohe,0.5416666666666666,73.0,0.02377369846524225,0.0040121970791205264,0.4401114206128134,0.048511749347258486
75,BENOOT Tiesj,Jumbo-Visma,0.4166666666666667,72.0,0.1301534757749022,0.013320494302680147,0.0733519034354689,0.16678851174934725
76,BERCKMOES Jenno,Sport Vlaanderen - Baloise,0.125,61.0,0.0,0.0016048788316482105,0.0,0.0006266318537859008
77,BERNAL Egan,INEOS Grenadiers,0.2916666666666667,60.0,0.26203731567860367,0.08088589311506982,0.01532033426183844,0.17357702349869453
78,BERNARD Julien,Trek - Segafredo,0.5,60.0,0.04386096900391213,0.005938051677098379,0.0042556484060662335,0.01864229765013055
79,BERRADE Urko,Equipo Kern Pharma,0.25,68.0,0.009027986758952753,0.00930829722355962,0.0009285051067780873,0.002454308093994778
80,BERTHET Clément,AG2R Citroën Team,0.25,68.0,0.004739693048450196,0.0003209757663296421,7.737542556484061e-05,0.003133159268929504
81,BERWICK Sebastian,Israel - Premier Tech,0.16666666666666666,59.0,0.009404152873909118,0.0,0.0010832559579077685,0.0034986945169712793
82,BETTIOL Alberto,EF Education-EasyPost,0.4166666666666667,69.0,0.04213060487511285,0.09276199646926657,0.019498607242339833,0.06454308093994778
83,BEULLENS Cedric,Lotto Soudal,0.2916666666666667,79.0,0.0010532651218778213,0.00016048788316482104,0.008279170535437945,0.003342036553524804
84,BEVILACQUA Simone,EOLO-Kometa,0.2916666666666667,75.0,0.0022569966897381883,0.0040121970791205264,0.006654286598576292,0.0
85,BEVIN Patrick,Israel - Premier Tech,0.5416666666666666,75.0,0.05642491724345471,0.2476328037233189,0.0687867533271433,0.04156657963446475
86,BEWLEY Sam,Team BikeExchange - Jayco,0.6666666666666666,81.0,0.017755040625940414,0.05055368319691863,0.005957907768492727,0.00010443864229765013
87,BIDARD François,Cofidis,0.5,65.0,0.02099006921456515,0.0009629272989889263,0.00255338904363974,0.01681462140992167
88,BIERMANS Jenthe,Israel - Premier Tech,0.3333333333333333,78.0,0.01609990972013241,0.008987321457229979,0.015165583410708759,0.005430809399477807
89,BILBAO Pello,Bahrain - Victorious,0.5833333333333334,60.0,0.2099759253686428,0.12694591558337345,0.04216960693283813,0.2
90,BISOLTI Alessandro,Drone Hopper -  Androni Giocattoli,0.7916666666666666,58.0,0.03287691844718628,0.00930829722355962,0.026307644692045808,0.01639686684073107
91,BISSEGGER Stefan,EF Education-EasyPost,0.20833333333333334,78.0,0.009930785434848028,0.1882522869523351,0.012457443515939338,0.003028720626631854
92,BIZKARRA Mikel,Euskaltel - Euskadi,0.5833333333333334,53.0,0.052964188985856156,0.0019258545979778526,0.0024760136180748994,0.037859007832898174
93,BJERG Mikkel,UAE Team Emirates,0.20833333333333334,78.0,0.013918146253385494,0.21232546942705827,0.008356545961002786,0.0051174934725848565
94,BLIKRA Erlend,Uno-X Pro Cycling Team,0.2916666666666667,75.0,0.00022569966897381883,0.005456588027603916,0.014701330857319716,0.0002610966057441253
95,BLOUWE Louis,Bingoal Pauwels Sauces WB,0.16666666666666666,71.0,0.0001504664459825459,0.0003209757663296421,0.001160631383472609,0.0005221932114882506
96,BOARO Manuele,Astana Qazaqstan Team,0.7083333333333334,64.0,0.0625940415287391,0.20317766008666346,0.027468276075518414,0.016344647519582246
97,BOASSON HAGEN Edvald,TotalEnergies,0.7083333333333334,75.0,0.2678302738489317,0.47456267051837586,0.48390591148251316,0.18422976501305482
98,BODNAR Maciej,TotalEnergies,0.7916666666666666,77.0,0.06327114053566055,0.5448563633445674,0.013231197771587743,0.0035509138381201043
99,BOHLI Tom,Cofidis,0.4166666666666667,71.0,0.013241047246464039,0.1410688493018777,0.011993190962550294,0.001566579634464752
100,BOILEAU Alan,B&B Hotels - KTM,0.16666666666666666,57.0,0.0037616611495636474,0.0091478093403948,0.0007737542556484061,0.0068929503916449085
101,BOIVIN Guillaume,Israel - Premier Tech,0.5833333333333334,78.0,0.03137225398736082,0.023431230942063876,0.12116991643454039,0.011070496083550914
102,BOL Cees,Team DSM,0.3333333333333333,83.0,0.023397532350285886,0.03017172203498636,0.0971835345094398,0.013577023498694517
103,BOL Jetse,Burgos-BH,0.5833333333333334,71.0,0.03566054769786338,0.023270743058899052,0.0592695759826679,0.016501305483028722
104,BONIFAZIO Niccolò,TotalEnergies,0.4166666666666667,72.0,0.030469455311465544,0.0077034183919114105,0.20473537604456823,0.028616187989556136
105,BONILLO Iker,Bardiani-CSF-Faizanè,0.0,,0.0,0.0,0.0009285051067780873,0.0
106,BONNAMOUR Franck,B&B Hotels - KTM,0.3333333333333333,70.0,0.02550406259404153,0.003370245546461242,0.012921696069328381,0.03258485639686684
107,BONNEU Kamiel,Sport Vlaanderen - Baloise,0.16666666666666666,62.0,0.0010532651218778213,0.0,0.0,0.0014099216710182767
108,BOU Joan,Euskaltel - Euskadi,0.2916666666666667,,0.005943424616310563,0.00016048788316482104,0.00046425255338904364,0.0034464751958224542
109,BOUCHARD Geoffrey,AG2R Citroën Team,0.5,63.0,0.03912127595546193,0.0016048788316482105,0.002940266171463943,0.03049608355091384
110,BOUET Maxime,Team Arkéa Samsic,0.7083333333333334,67.0,0.11420403250075233,0.06371368961643396,0.06623336428350356,0.04992167101827676
111,BOUHANNI Nacer,Team Arkéa Samsic,0.5416666666666666,65.0,0.03490821546795065,0.008184882041405874,0.6426802847415661,0.07352480417754569
112,BOUWMAN Koen,Jumbo-Visma,0.4166666666666667,60.0,0.039873608185374665,0.05617075910768737,0.005803156917363045,0.02454308093994778
113,BRAET Vito,Sport Vlaanderen - Baloise,0.125,70.0,0.0007523322299127295,0.0009629272989889263,0.0010058805323429278,0.0001566579634464752
114,BRAMBILLA Gianluca,Trek - Segafredo,0.6666666666666666,57.0,0.11969605777911525,0.023752206708393515,0.042324357783967814,0.1528981723237598
115,BRAND Sam,Team Novo Nordisk,0.5416666666666666,76.0,0.0022569966897381883,0.0008024394158241052,7.737542556484061e-05,0.0
116,BRENNER Marco,Team DSM,0.041666666666666664,,0.00127896479085164,0.00048146364949446316,0.0006190034045187249,0.001566579634464752
117,BROWN Nathan,Human Powered Health,0.5,65.0,0.023924164911224798,0.03514684641309581,0.0008511296812132467,0.011174934725848564
118,BRUNEL Alexys,UAE Team Emirates,0.20833333333333334,70.0,0.00511585916340656,0.030653185684480822,0.004023522129371711,0.0003133159268929504
119,BRUSSENSKIY Gleb,Astana Qazaqstan Team,0.16666666666666666,64.0,7.523322299127295e-05,0.0,0.012225317239244816,0.0012010443864229766
120,BRUSTENGA Marc,Trek - Segafredo,0.16666666666666666,,0.00037616611495636473,0.0,0.0012380068090374497,0.0004177545691906005
121,BRÄNDLE Matthias,Israel - Premier Tech,0.5833333333333334,80.0,0.07320192597050858,0.48210560102712247,0.04905601980810895,0.012950391644908616
122,BUCHMANN Emanuel,BORA - hansgrohe,0.4583333333333333,59.0,0.18725549202527836,0.03739367677740331,0.00510677808727948,0.14130548302872062
123,BUITRAGO Santiago,Bahrain - Victorious,0.16666666666666666,59.0,0.022419500451399337,0.0009629272989889263,0.0007737542556484061,0.017859007832898174
124,BURGAUDEAU Mathieu,TotalEnergies,0.20833333333333334,61.0,0.007974721637074932,0.0011234151821537474,0.0026307644692045804,0.01164490861618799
125,BYSTRØM Sven Erik,Intermarché - Wanty - Gobert Matériaux,0.5,73.0,0.042205838098104125,0.012999518536350506,0.038532961931290625,0.020783289817232375
126,CABEDO Óscar,Burgos-BH,0.375,53.0,0.013391513692446585,0.0,7.737542556484061e-05,0.005065274151436031
127,CABOT Jérémy,TotalEnergies,0.5,76.0,0.007071922961179657,0.01974000962927299,0.012070566388115135,0.0010443864229765013
128,CAICEDO Jonathan Klever,EF Education-EasyPost,0.4583333333333333,62.0,0.02144146855251279,0.01636976408281175,0.009439801918910555,0.011122715404699739
129,CALLE Juan Fernando,Caja Rural - Seguros RGA,0.16666666666666666,59.0,0.0,0.0,0.0,5.2219321148825065e-05
130,CALMEJANE Lilian,AG2R Citroën Team,0.4583333333333333,69.0,0.08689437255492025,0.029208794735997433,0.05184153512844321,0.06590078328981723
131,CAMARGO Diego Andrés,EF Education-EasyPost,0.25,65.0,0.0044387601564851034,0.010110736639383727,0.0006190034045187249,0.0008877284595300261
132,CAMPENAERTS Victor,Lotto Soudal,0.5,68.0,0.05792958170328017,0.4814636494944632,0.023367378520581863,0.018590078328981723
133,CANAL Carlos,Euskaltel - Euskadi,0.08333333333333333,70.0,0.0023322299127294614,0.0035307334296260633,0.002166511915815537,0.004490861618798955
134,CANOLA Marco,Gazprom - RusVelo,0.625,66.0,0.03167318687932591,0.025517573423206548,0.13695450324976788,0.0372845953002611
135,CAPIOT Amaury,Team Arkéa Samsic,0.4166666666666667,69.0,0.012940114354498947,0.0016048788316482105,0.12434230888269886,0.018067885117493472
136,CARAPAZ Richard,INEOS Grenadiers,0.4166666666666667,62.0,0.2058380981041228,0.06242978655111539,0.008820798514391829,0.18485639686684074
137,CARBONI Giovanni,Gazprom - RusVelo,0.3333333333333333,61.0,0.023623232019259706,0.0012839030653185683,0.006731662024141133,0.020887728459530026
138,CARPENTER Robin,Human Powered Health,0.4583333333333333,,0.0191844718627746,0.029529770502327073,0.05230578768183225,0.007832898172323759
139,CARR Simon,EF Education-EasyPost,0.20833333333333334,63.0,0.0063948239542582,0.0003209757663296421,0.006731662024141133,0.009973890339425587
140,CARRETERO Héctor,Equipo Kern Pharma,0.3333333333333333,67.0,0.011886849232621125,0.004975124378109453,0.0035592695759826677,0.004908616187989556
141,CARTHY Hugh,EF Education-EasyPost,0.375,69.0,0.14316882335239242,0.0548868560423688,0.005880532342927886,0.09691906005221933
142,CARUSO Damiano,Bahrain - Victorious,0.6666666666666666,67.0,0.2749774300331026,0.15583373455304125,0.04975239863819251,0.21389033942558747
143,CARVALHO Andre,Cofidis,0.25,66.0,0.00022569966897381883,0.0,0.002785515320334262,0.0001566579634464752
144,CASTRILLO Jaime,Equipo Kern Pharma,0.3333333333333333,65.0,0.004890159494432741,0.0044936607286149895,0.002166511915815537,0.0005221932114882506
145,CASTROVIEJO Jonathan,INEOS Grenadiers,0.7083333333333334,62.0,0.1281974119771291,0.6963569250521585,0.008666047663262148,0.04057441253263708
146,CATAFORD Alexander,Israel - Premier Tech,0.4166666666666667,70.0,0.0155732771591935,0.04236880115551276,0.004719900959455277,0.0025587467362924283
147,CATALDO Dario,Trek - Segafredo,0.7916666666666666,64.0,0.12037315678603672,0.1860054565880276,0.05215103683070257,0.10381201044386423
148,CATTANEO Mattia,Quick-Step Alpha Vinyl Team,0.5416666666666666,67.0,0.09133313271140536,0.17669715936446798,0.01547508511296812,0.07002610966057442
149,CAVAGNA Rémi,Quick-Step Alpha Vinyl Team,0.3333333333333333,78.0,0.044989467348781224,0.2774835499919756,0.01408232745280099,0.01838120104438642
150,CAVENDISH Mark,Quick-Step Alpha Vinyl Team,0.7916666666666666,70.0,0.10359614805898285,0.1136254212806933,1.0,0.06182767624020888
151,CAÑAVERAL Johnatan,Bardiani-CSF-Faizanè,0.2916666666666667,,0.006470057177249473,0.0003209757663296421,0.012380068090374497,0.005953002610966057
152,CEPEDA Jefferson Alexander,Drone Hopper -  Androni Giocattoli,0.20833333333333334,56.0,0.01579897682816732,0.010271224522548547,0.0,0.00856396866840731
153,CEPEDA Jefferson Alveiro,Caja Rural - Seguros RGA,0.3333333333333333,61.0,0.011360216671682214,0.011876103354196758,0.015010832559579078,0.005691906005221932
154,CEURENS Robbe,Team Novo Nordisk,0.08333333333333333,,0.0,0.0,0.0020891364902506965,0.0
155,CHAMPION Thomas,Cofidis,0.16666666666666666,70.0,0.0021065302437556425,0.0025678061306371367,0.0,0.0004177545691906005
156,CHAMPOUSSIN Clément,AG2R Citroën Team,0.20833333333333334,61.0,0.024450797472163707,0.011394639704702295,0.014391829155060354,0.03556135770234987
157,CHARMIG Anthon,Uno-X Pro Cycling Team,0.25,66.0,0.017980740294914234,0.003691221312790884,0.00046425255338904364,0.007676240208877284
158,CHAVES Esteban,EF Education-EasyPost,0.5833333333333334,55.0,0.21321095395726752,0.036109773712084736,0.018105849582172703,0.19650130548302872
159,CHEREL Mikaël,AG2R Citroën Team,0.75,65.0,0.09163406560337045,0.00016048788316482104,0.036521200866604764,0.04992167101827676
160,CHERKASOV Nikolay,Gazprom - RusVelo,0.2916666666666667,68.0,0.013090580800481493,0.002407318247472316,0.004178272980501393,0.00762402088772846
161,CHERNETSKI Sergei,Gazprom - RusVelo,0.5833333333333334,63.0,0.10758350887752031,0.06242978655111539,0.04433611884865367,0.04490861618798955
162,CHEVALIER Maxime,B&B Hotels - KTM,0.20833333333333334,60.0,0.006319590731266927,0.0065800032097576636,0.0008511296812132467,0.003028720626631854
163,CHIRICO Luca,Drone Hopper -  Androni Giocattoli,0.4583333333333333,58.0,0.021892867890460427,0.004172684962285347,0.027390900649953576,0.009556135770234987
164,CHRISTIAN Mark,EOLO-Kometa,0.5416666666666666,72.0,0.016701775504062592,0.017172203498635852,0.007505416279789539,0.006475195822454308
165,CICCONE Giulio,Trek - Segafredo,0.375,58.0,0.05522118567559434,0.012839030653185684,0.00889817393995667,0.10950391644908616
166,CIMOLAI Davide,Cofidis,0.5833333333333334,70.0,0.03573578092085465,0.0009629272989889263,0.11296812132466728,0.05174934725848564
167,CLAEYS Dimitri,Intermarché - Wanty - Gobert Matériaux,0.6666666666666666,77.0,0.03678904604273247,0.019419033862943347,0.08372021046115753,0.017336814621409923
168,CLANCY Stephen,Team Novo Nordisk,0.4583333333333333,63.0,0.0001504664459825459,0.002407318247472316,0.0015475085112968121,0.0
169,CLARKE Simon,Israel - Premier Tech,0.7083333333333334,63.0,0.10758350887752031,0.021505376344086023,0.10662333642835035,0.11107049608355091
170,COBO Iván,Equipo Kern Pharma,0.16666666666666666,63.0,0.0,0.0,0.0,0.0002610966057441253
171,COLBRELLI Sonny,Bahrain - Victorious,0.5833333333333334,74.0,0.08757147156184171,0.02278927940940459,0.2670999690498298,0.14861618798955614
172,COLLEONI Kevin,Team BikeExchange - Jayco,0.16666666666666666,,0.011209750225699668,0.0011234151821537474,0.0006190034045187249,0.004960835509138381
173,COLMAN Alex,Sport Vlaanderen - Baloise,0.20833333333333334,73.0,0.0,0.0003209757663296421,0.005725781491798205,0.00010443864229765013
174,COLNAGHI Luca,Bardiani-CSF-Faizanè,0.20833333333333334,,0.0001504664459825459,0.0,0.006809037449705973,0.0011488250652741513
175,COMBAUD Romain,Team DSM,0.5416666666666666,63.0,0.026858260607884443,0.0,0.024992262457443515,0.010757180156657964
176,CONCA Filippo,Lotto Soudal,0.20833333333333334,80.0,0.0022569966897381883,0.0,0.0014701330857319714,0.0011488250652741513
177,CONCI Nicola,Gazprom - RusVelo,0.2916666666666667,68.0,0.02068913632260006,0.0012839030653185683,0.011683689260290932,0.014725848563968668
178,CONSONNI Simone,Cofidis,0.375,60.0,0.017529340956966597,0.0040121970791205264,0.10337356855462705,0.03049608355091384
179,CONTI Valerio,Astana Qazaqstan Team,0.4583333333333333,61.0,0.05853144748721035,0.041405873856523834,0.021974620860414733,0.05462140992167102
180,COQUARD Bryan,Cofidis,0.5,59.0,0.07651218778212458,0.046380998234633285,0.4128752708139895,0.049347258485639686
181,CORT Magnus,EF Education-EasyPost,0.4583333333333333,68.0,0.0578543484802889,0.06852832611137859,0.15018570102135562,0.07300261096605744
182,COSNEFROY Benoît,AG2R Citroën Team,0.3333333333333333,64.0,0.029792356304544087,0.017172203498635852,0.03497369235530796,0.05127937336814621
183,COSTA Rui,UAE Team Emirates,0.7083333333333334,75.0,0.44590731266927475,0.2508425613866153,0.054317548746518104,0.31530026109660575
184,COTÉ Pier-André,Human Powered Health,0.2916666666666667,,0.005341558832380379,0.005296100144439095,0.019498607242339833,0.003185378590078329
185,COVI Alessandro,UAE Team Emirates,0.20833333333333334,66.0,0.010306951549804393,0.0008024394158241052,0.0032497678737233053,0.033733681462140994
186,COVILI Luca,Bardiani-CSF-Faizanè,0.2916666666666667,58.0,0.008877520312970207,0.0009629272989889263,0.0009285051067780873,0.009347258485639687
187,CRADDOCK Lawson,Team BikeExchange - Jayco,0.5,69.0,0.057252482696358714,0.2126464451933879,0.014391829155060354,0.03143603133159269
188,CRAS Steff,Lotto Soudal,0.3333333333333333,69.0,0.037089978934697565,0.006900978976087305,0.004874651810584958,0.02052219321148825
189,CUADRADO Unai,Euskaltel - Euskadi,0.25,,0.0026331628046945533,0.0,0.0022438873413803775,0.0012532637075718016
190,CUADROS Álvaro,Caja Rural - Seguros RGA,0.375,67.0,0.0033854950346072824,0.0009629272989889263,0.002166511915815537,0.003080939947780679
191,DAINESE Alberto,Team DSM,0.25,70.0,0.004890159494432741,0.0,0.08929124110182605,0.00814621409921671
192,DAUGE Lucas,Team Novo Nordisk,0.2916666666666667,,0.0,0.0,0.00030950170225936243,0.0001566579634464752
193,DAVY Clément,Groupama - FDJ,0.20833333333333334,73.0,0.0007523322299127295,0.012678542770020864,0.0008511296812132467,0.0
194,DE BOD Stefan,Astana Qazaqstan Team,0.2916666666666667,66.0,0.01707794161901896,0.07703418391911411,0.007428040854224698,0.004908616187989556
